,diseases,symptons
1062,Peptic ulcer diseae," loss of appetite,  indigestion,  abdominal pain,  vomiting"
1063,Peptic ulcer diseae," loss of appetite,  indigestion,  abdominal pain,  vomiting"
1064,Peptic ulcer diseae," loss of appetite,  internal itching,  indigestion,  vomiting,  passage of gases"
1065,Peptic ulcer diseae," loss of appetite,  internal itching,  indigestion,  vomiting,  passage of gases"
1066,AIDS," muscle wasting,  patches in throat,  high fever,  extra marital contacts"
1067,AIDS," extra marital contacts,  patches in throat,  high fever"
1068,AIDS," high fever,  extra marital contacts,  muscle wasting"
1069,AIDS," muscle wasting,  extra marital contacts,  patches in throat"
1070,AIDS," patches in throat,  high fever,  muscle wasting"
1071,AIDS," muscle wasting,  patches in throat,  extra marital contacts,  high fever"
1072,AIDS," extra marital contacts,  muscle wasting,  high fever,  patches in throat"
1073,AIDS," extra marital contacts,  high fever,  patches in throat"
1074,AIDS," muscle wasting,  high fever,  extra marital contacts"
1075,AIDS," high fever,  patches in throat,  muscle wasting"
1076,Diabetes ," restlessness,  weight loss,  increased appetite,  irregular sugar level"
1077,Diabetes ," restlessness,  weight loss,  increased appetite,  irregular sugar level"
1078,Diabetes ," restlessness,  weight loss,  increased appetite,  irregular sugar level"
1079,Diabetes ," restlessness,  weight loss,  increased appetite,  irregular sugar level"
1080,Diabetes ," obesity,  weight loss,  increased appetite,  polyuria"
1081,Diabetes ," obesity,  weight loss,  increased appetite,  polyuria"
1082,Diabetes ," obesity,  weight loss,  increased appetite,  polyuria"
1083,Diabetes ," obesity,  weight loss,  increased appetite,  polyuria"
1084,Diabetes ," lethargy,  irregular sugar level,  increased appetite,  obesity,  weight loss,  excessive hunger,  polyuria"
1085,Diabetes ," lethargy,  irregular sugar level,  increased appetite,  obesity,  weight loss,  excessive hunger,  polyuria"
1086,Diabetes ," lethargy,  irregular sugar level,  increased appetite,  obesity,  weight loss,  excessive hunger,  polyuria"
1087,Diabetes ," lethargy,  irregular sugar level,  increased appetite,  obesity,  weight loss,  excessive hunger,  polyuria"
1088,Diabetes ," lethargy,  obesity,  fatigue,  polyuria,  irregular sugar level,  restlessness,  increased appetite"
1089,Diabetes ," lethargy,  obesity,  fatigue,  polyuria,  irregular sugar level,  restlessness,  increased appetite"
1090,Diabetes ," lethargy,  obesity,  fatigue,  polyuria,  irregular sugar level,  restlessness,  increased appetite"
1091,Diabetes ," lethargy,  obesity,  fatigue,  polyuria,  irregular sugar level,  restlessness,  increased appetite"
1092,Diabetes ," excessive hunger,  lethargy,  increased appetite,  weight loss"
1093,Diabetes ," excessive hunger,  lethargy,  increased appetite,  weight loss"
1094,Diabetes ," excessive hunger,  lethargy,  increased appetite,  weight loss"
1095,Diabetes ," excessive hunger,  lethargy,  increased appetite,  weight loss"
1096,Diabetes ," blurred and distorted vision,  irregular sugar level,  weight loss,  obesity,  excessive hunger,  fatigue"
1097,Diabetes ," blurred and distorted vision,  irregular sugar level,  weight loss,  obesity,  excessive hunger,  fatigue"
1098,Diabetes ," blurred and distorted vision,  irregular sugar level,  weight loss,  obesity,  excessive hunger,  fatigue"
1099,Diabetes ," blurred and distorted vision,  irregular sugar level,  weight loss,  obesity,  excessive hunger,  fatigue"
1100,Diabetes ," increased appetite,  polyuria,  obesity,  lethargy"
1101,Diabetes ," increased appetite,  polyuria,  obesity,  lethargy"
1102,Diabetes ," increased appetite,  polyuria,  obesity,  lethargy"
1103,Diabetes ," increased appetite,  polyuria,  obesity,  lethargy"
1104,Diabetes ," excessive hunger,  increased appetite,  obesity,  restlessness"
1105,Diabetes ," excessive hunger,  increased appetite,  obesity,  restlessness"
1106,Diabetes ," excessive hunger,  increased appetite,  obesity,  restlessness"
1107,Diabetes ," excessive hunger,  increased appetite,  obesity,  restlessness"
1108,Diabetes ," lethargy,  blurred and distorted vision,  increased appetite,  fatigue,  weight loss,  polyuria,  irregular sugar level"
1109,Diabetes ," lethargy,  blurred and distorted vision,  increased appetite,  fatigue,  weight loss,  polyuria,  irregular sugar level"
1110,Diabetes ," lethargy,  blurred and distorted vision,  increased appetite,  fatigue,  weight loss,  polyuria,  irregular sugar level"
1111,Diabetes ," lethargy,  blurred and distorted vision,  increased appetite,  fatigue,  weight loss,  polyuria,  irregular sugar level"
1112,Diabetes ," obesity,  increased appetite,  blurred and distorted vision,  lethargy"
1113,Diabetes ," obesity,  increased appetite,  blurred and distorted vision,  lethargy"
1114,Diabetes ," obesity,  increased appetite,  blurred and distorted vision,  lethargy"
1115,Diabetes ," obesity,  increased appetite,  blurred and distorted vision,  lethargy"
1116,Gastroenteritis," sunken eyes,  diarrhoea,  vomiting,  dehydration"
1117,Gastroenteritis," sunken eyes,  diarrhoea,  dehydration,  vomiting"
1118,Gastroenteritis," sunken eyes,  diarrhoea,  dehydration"
1119,Gastroenteritis," dehydration,  diarrhoea,  vomiting"
1120,Gastroenteritis," diarrhoea,  vomiting,  sunken eyes"
1121,Gastroenteritis," sunken eyes,  dehydration,  vomiting"
1122,Gastroenteritis," dehydration,  vomiting,  sunken eyes,  diarrhoea"
1123,Gastroenteritis," sunken eyes,  diarrhoea,  dehydration"
1124,Gastroenteritis," dehydration,  vomiting,  diarrhoea"
1125,Gastroenteritis," sunken eyes,  diarrhoea,  vomiting"
1126,Bronchial Asthma," family history,  high fever,  breathlessness,  fatigue,  cough,  mucoid sputum"
1127,Bronchial Asthma," family history,  high fever,  breathlessness,  fatigue,  cough,  mucoid sputum"
1128,Bronchial Asthma," high fever,  breathlessness,  cough,  mucoid sputum,  family history"
1129,Bronchial Asthma," high fever,  breathlessness,  cough,  mucoid sputum,  family history"
1130,Bronchial Asthma," breathlessness,  fatigue,  family history,  mucoid sputum"
1131,Bronchial Asthma," breathlessness,  fatigue,  family history,  mucoid sputum"
1132,Bronchial Asthma," fatigue,  breathlessness,  mucoid sputum,  cough"
1133,Bronchial Asthma," fatigue,  breathlessness,  mucoid sputum,  cough"
1134,Bronchial Asthma," mucoid sputum,  high fever,  fatigue,  family history"
1135,Bronchial Asthma," mucoid sputum,  high fever,  fatigue,  family history"
1136,Bronchial Asthma," fatigue,  cough,  breathlessness,  high fever,  mucoid sputum"
1137,Bronchial Asthma," fatigue,  cough,  breathlessness,  high fever,  mucoid sputum"
1138,Bronchial Asthma," fatigue,  cough,  breathlessness,  high fever"
1139,Bronchial Asthma," fatigue,  cough,  breathlessness,  high fever"
1140,Bronchial Asthma," fatigue,  mucoid sputum,  high fever,  breathlessness,  family history,  cough"
1141,Bronchial Asthma," fatigue,  mucoid sputum,  high fever,  breathlessness,  family history,  cough"
1142,Bronchial Asthma," high fever,  mucoid sputum,  breathlessness,  cough,  family history"
1143,Bronchial Asthma," high fever,  mucoid sputum,  breathlessness,  cough,  family history"
1144,Bronchial Asthma," high fever,  family history,  breathlessness,  fatigue"
1145,Bronchial Asthma," high fever,  family history,  breathlessness,  fatigue"
1146,Hypertension ," lack of concentration,  dizziness,  chest pain,  headache,  loss of balance"
1147,Hypertension ," lack of concentration,  dizziness,  chest pain,  headache,  loss of balance"
1148,Hypertension ," dizziness,  chest pain,  loss of balance,  lack of concentration"
1149,Hypertension ," headache,  dizziness,  loss of balance,  lack of concentration"
1150,Hypertension ," headache,  loss of balance,  chest pain,  lack of concentration"
1151,Hypertension ," headache,  lack of concentration,  dizziness,  chest pain"
1152,Hypertension ," loss of balance,  dizziness,  headache,  chest pain"
1153,Hypertension ," headache,  dizziness,  loss of balance,  chest pain,  lack of concentration"
1154,Hypertension ," headache,  dizziness,  loss of balance,  chest pain,  lack of concentration"
1155,Hypertension ," dizziness,  chest pain,  loss of balance,  lack of concentration"
1156,Hypertension ," headache,  loss of balance,  dizziness,  lack of concentration"
1157,Hypertension ," headache,  loss of balance,  lack of concentration,  chest pain"
1158,Migraine," depression,  blurred and distorted vision,  irritability,  excessive hunger,  stiff neck,  headache"
1159,Migraine," depression,  blurred and distorted vision,  irritability,  excessive hunger,  stiff neck,  headache"
1160,Migraine," depression,  blurred and distorted vision,  irritability,  excessive hunger,  stiff neck,  headache"
1161,Migraine," depression,  blurred and distorted vision,  irritability,  excessive hunger,  stiff neck,  headache"
1162,Migraine," visual disturbances,  excessive hunger,  irritability,  depression,  stiff neck"
1163,Migraine," visual disturbances,  excessive hunger,  irritability,  depression,  stiff neck"
1164,Migraine," stiff neck,  irritability,  headache,  depression"
1165,Migraine," stiff neck,  irritability,  headache,  depression"
1166,Migraine," indigestion,  depression,  irritability,  acidity,  excessive hunger"
1167,Migraine," indigestion,  depression,  irritability,  acidity,  excessive hunger"
1168,Migraine," headache,  indigestion,  stiff neck,  irritability"
1169,Migraine," headache,  indigestion,  stiff neck,  irritability"
1170,Migraine," blurred and distorted vision,  headache,  acidity,  indigestion,  stiff neck,  visual disturbances,  depression"
1171,Migraine," blurred and distorted vision,  headache,  acidity,  indigestion,  stiff neck,  visual disturbances,  depression"
1172,Migraine," indigestion,  acidity,  irritability,  excessive hunger"
1173,Migraine," indigestion,  acidity,  irritability,  excessive hunger"
1174,Migraine," indigestion,  visual disturbances,  excessive hunger,  acidity,  irritability"
1175,Migraine," indigestion,  visual disturbances,  excessive hunger,  acidity,  irritability"
1176,Migraine," visual disturbances,  stiff neck,  depression,  blurred and distorted vision"
1177,Migraine," visual disturbances,  stiff neck,  depression,  blurred and distorted vision"
1178,Migraine," headache,  depression,  excessive hunger,  acidity,  blurred and distorted vision,  stiff neck,  irritability"
1179,Migraine," headache,  depression,  excessive hunger,  acidity,  blurred and distorted vision,  stiff neck,  irritability"
1180,Cervical spondylosis," back pain,  weakness in limbs,  loss of balance,  neck pain,  dizziness"
1181,Cervical spondylosis," back pain,  weakness in limbs,  loss of balance,  neck pain,  dizziness"
1182,Cervical spondylosis," loss of balance,  dizziness,  neck pain,  weakness in limbs"
1183,Cervical spondylosis," loss of balance,  dizziness,  neck pain,  weakness in limbs"
1184,Cervical spondylosis," loss of balance,  weakness in limbs,  dizziness,  neck pain"
1185,Cervical spondylosis," dizziness,  back pain,  neck pain,  loss of balance"
1186,Cervical spondylosis," weakness in limbs,  back pain,  loss of balance,  dizziness"
1187,Cervical spondylosis," back pain,  loss of balance,  weakness in limbs,  neck pain"
1188,Cervical spondylosis," back pain,  neck pain,  weakness in limbs,  dizziness"
1189,Cervical spondylosis," loss of balance,  neck pain,  weakness in limbs,  back pain,  dizziness"
1190,Cervical spondylosis," loss of balance,  neck pain,  weakness in limbs,  back pain,  dizziness"
1191,Cervical spondylosis," neck pain,  weakness in limbs,  loss of balance,  dizziness"
1192,Cervical spondylosis," back pain,  dizziness,  loss of balance,  neck pain"
1193,Paralysis (brain hemorrhage)," altered sensorium,  weakness of one body side,  vomiting,  headache"
1194,Paralysis (brain hemorrhage)," vomiting,  weakness of one body side,  headache,  altered sensorium"
1195,Paralysis (brain hemorrhage)," altered sensorium,  weakness of one body side,  headache"
1196,Paralysis (brain hemorrhage)," vomiting,  weakness of one body side,  altered sensorium"
1197,Paralysis (brain hemorrhage)," headache,  altered sensorium,  vomiting"
1198,Paralysis (brain hemorrhage)," weakness of one body side,  headache,  vomiting"
1199,Paralysis (brain hemorrhage)," altered sensorium,  headache,  weakness of one body side,  vomiting"
1200,Paralysis (brain hemorrhage)," headache,  altered sensorium,  weakness of one body side"
1201,Paralysis (brain hemorrhage)," weakness of one body side,  vomiting,  altered sensorium"
1202,Paralysis (brain hemorrhage)," vomiting,  altered sensorium,  headache"
1203,Jaundice," vomiting,  weight loss, itching,  dark urine"
1204,Jaundice," vomiting,  weight loss, itching,  dark urine"
1205,Jaundice," high fever,  fatigue,  dark urine,  yellowish skin,  abdominal pain,  weight loss, itching"
1206,Jaundice," high fever,  fatigue,  dark urine,  yellowish skin,  abdominal pain,  weight loss, itching"
1207,Jaundice," fatigue,  weight loss,  abdominal pain,  dark urine,  high fever,  yellowish skin"
1208,Jaundice," fatigue,  weight loss,  abdominal pain,  dark urine,  high fever,  yellowish skin"
1209,Jaundice,"itching,  dark urine,  high fever,  weight loss,  fatigue"
1210,Jaundice,"itching,  dark urine,  high fever,  weight loss,  fatigue"
1211,Jaundice," abdominal pain,  weight loss,  yellowish skin,  high fever,  dark urine,  vomiting"
1212,Jaundice," abdominal pain,  weight loss,  yellowish skin,  high fever,  dark urine,  vomiting"
1213,Jaundice," dark urine,  yellowish skin,  fatigue,  abdominal pain,  vomiting, itching,  high fever"
1214,Jaundice," dark urine,  yellowish skin,  fatigue,  abdominal pain,  vomiting, itching,  high fever"
1215,Jaundice," weight loss,  yellowish skin, itching,  dark urine,  abdominal pain"
1216,Jaundice," weight loss,  yellowish skin, itching,  dark urine,  abdominal pain"
1217,Jaundice," fatigue, itching,  high fever,  dark urine,  vomiting,  abdominal pain"
1218,Jaundice," fatigue, itching,  high fever,  dark urine,  vomiting,  abdominal pain"
1219,Jaundice," vomiting,  yellowish skin,  abdominal pain, itching"
