diseases,symptons
Varicose veins," swollen blood vessels,  fatigue,  prominent veins on calf,  cramps"
Varicose veins," swollen blood vessels,  fatigue,  prominent veins on calf,  cramps"
Varicose veins," bruising,  obesity,  prominent veins on calf,  fatigue,  cramps,  swollen legs"
Varicose veins," bruising,  obesity,  prominent veins on calf,  fatigue,  cramps,  swollen legs"
Varicose veins," cramps,  bruising,  swollen blood vessels,  obesity,  swollen legs,  fatigue"
Varicose veins," cramps,  bruising,  swollen blood vessels,  obesity,  swollen legs,  fatigue"
Varicose veins," swollen legs,  cramps,  obesity,  prominent veins on calf,  bruising,  fatigue"
Varicose veins," swollen legs,  cramps,  obesity,  prominent veins on calf,  bruising,  fatigue"
Hypothyroidism," weight gain,  puffy face and eyes,  brittle nails,  fatigue,  cold hands and feets,  abnormal menstruation,  enlarged thyroid"
Hypothyroidism," weight gain,  puffy face and eyes,  brittle nails,  fatigue,  cold hands and feets,  abnormal menstruation,  enlarged thyroid"
Hypothyroidism," weight gain,  puffy face and eyes,  brittle nails,  fatigue,  cold hands and feets,  abnormal menstruation,  enlarged thyroid"
Hypothyroidism," weight gain,  puffy face and eyes,  brittle nails,  fatigue,  cold hands and feets,  abnormal menstruation,  enlarged thyroid"
Hypothyroidism," abnormal menstruation,  lethargy,  enlarged thyroid,  dizziness,  weight gain"
Hypothyroidism," abnormal menstruation,  lethargy,  enlarged thyroid,  dizziness,  weight gain"
Hypothyroidism," abnormal menstruation,  lethargy,  enlarged thyroid,  dizziness,  weight gain"
Hypothyroidism," abnormal menstruation,  lethargy,  enlarged thyroid,  dizziness,  weight gain"
Hypothyroidism," weight gain,  mood swings,  puffy face and eyes,  depression,  swollen extremeties,  cold hands and feets,  abnormal menstruation"
Hypothyroidism," weight gain,  mood swings,  puffy face and eyes,  depression,  swollen extremeties,  cold hands and feets,  abnormal menstruation"
Hypothyroidism," weight gain,  mood swings,  puffy face and eyes,  depression,  swollen extremeties,  cold hands and feets,  abnormal menstruation"
Hypothyroidism," weight gain,  mood swings,  puffy face and eyes,  depression,  swollen extremeties,  cold hands and feets,  abnormal menstruation"
Hypothyroidism," swollen extremeties,  depression,  mood swings,  weight gain,  enlarged thyroid,  puffy face and eyes"
Hypothyroidism," swollen extremeties,  depression,  mood swings,  weight gain,  enlarged thyroid,  puffy face and eyes"
Hypothyroidism," swollen extremeties,  depression,  mood swings,  weight gain,  enlarged thyroid,  puffy face and eyes"
Hypothyroidism," swollen extremeties,  depression,  mood swings,  weight gain,  enlarged thyroid,  puffy face and eyes"
Hypothyroidism," dizziness,  mood swings,  depression,  lethargy,  swollen extremeties,  puffy face and eyes,  irritability"
Hypothyroidism," dizziness,  mood swings,  depression,  lethargy,  swollen extremeties,  puffy face and eyes,  irritability"
Hypothyroidism," dizziness,  mood swings,  depression,  lethargy,  swollen extremeties,  puffy face and eyes,  irritability"
Hypothyroidism," dizziness,  mood swings,  depression,  lethargy,  swollen extremeties,  puffy face and eyes,  irritability"
Hypothyroidism," depression,  lethargy,  mood swings,  dizziness,  puffy face and eyes,  irritability,  brittle nails"
Hypothyroidism," depression,  lethargy,  mood swings,  dizziness,  puffy face and eyes,  irritability,  brittle nails"
Hypothyroidism," depression,  lethargy,  mood swings,  dizziness,  puffy face and eyes,  irritability,  brittle nails"
Hypothyroidism," depression,  lethargy,  mood swings,  dizziness,  puffy face and eyes,  irritability,  brittle nails"
Hypothyroidism," dizziness,  lethargy,  swollen extremeties,  enlarged thyroid,  puffy face and eyes"
Hypothyroidism," dizziness,  lethargy,  swollen extremeties,  enlarged thyroid,  puffy face and eyes"
Hypothyroidism," dizziness,  lethargy,  swollen extremeties,  enlarged thyroid,  puffy face and eyes"
Hypothyroidism," dizziness,  lethargy,  swollen extremeties,  enlarged thyroid,  puffy face and eyes"
Hypothyroidism," cold hands and feets,  enlarged thyroid,  swollen extremeties,  depression,  mood swings,  puffy face and eyes"
Hypothyroidism," cold hands and feets,  enlarged thyroid,  swollen extremeties,  depression,  mood swings,  puffy face and eyes"
Hypothyroidism," cold hands and feets,  enlarged thyroid,  swollen extremeties,  depression,  mood swings,  puffy face and eyes"
Hypothyroidism," cold hands and feets,  enlarged thyroid,  swollen extremeties,  depression,  mood swings,  puffy face and eyes"
Hypothyroidism," cold hands and feets,  depression,  fatigue,  weight gain"
Hypothyroidism," cold hands and feets,  depression,  fatigue,  weight gain"
Hypothyroidism," cold hands and feets,  depression,  fatigue,  weight gain"
Hypothyroidism," cold hands and feets,  depression,  fatigue,  weight gain"
Hypothyroidism," brittle nails,  lethargy,  irritability,  dizziness"
Hypothyroidism," brittle nails,  lethargy,  irritability,  dizziness"
Hypothyroidism," brittle nails,  lethargy,  irritability,  dizziness"
Hypothyroidism," brittle nails,  lethargy,  irritability,  dizziness"
Hyperthyroidism," weight loss,  mood swings,  diarrhoea,  muscle weakness,  abnormal menstruation,  restlessness"
Hyperthyroidism," weight loss,  mood swings,  diarrhoea,  muscle weakness,  abnormal menstruation,  restlessness"
Hyperthyroidism," weight loss,  mood swings,  diarrhoea,  muscle weakness,  abnormal menstruation,  restlessness"
Hyperthyroidism," weight loss,  mood swings,  diarrhoea,  muscle weakness,  abnormal menstruation,  restlessness"
Hyperthyroidism," excessive hunger,  fatigue,  muscle weakness,  restlessness"
Hyperthyroidism," excessive hunger,  fatigue,  muscle weakness,  restlessness"
Hyperthyroidism," excessive hunger,  fatigue,  muscle weakness,  restlessness"
Hyperthyroidism," excessive hunger,  fatigue,  muscle weakness,  restlessness"
Hyperthyroidism," sweating,  restlessness,  diarrhoea,  mood swings,  excessive hunger,  fast heart rate"
Hyperthyroidism," sweating,  restlessness,  diarrhoea,  mood swings,  excessive hunger,  fast heart rate"
Hyperthyroidism," sweating,  restlessness,  diarrhoea,  mood swings,  excessive hunger,  fast heart rate"
Hyperthyroidism," sweating,  restlessness,  diarrhoea,  mood swings,  excessive hunger,  fast heart rate"
Hyperthyroidism," restlessness,  fatigue,  weight loss,  diarrhoea,  sweating"
Hyperthyroidism," restlessness,  fatigue,  weight loss,  diarrhoea,  sweating"
Hyperthyroidism," restlessness,  fatigue,  weight loss,  diarrhoea,  sweating"
Hyperthyroidism," restlessness,  fatigue,  weight loss,  diarrhoea,  sweating"
Hyperthyroidism," diarrhoea,  fatigue,  excessive hunger,  sweating"
Hyperthyroidism," diarrhoea,  fatigue,  excessive hunger,  sweating"
Hyperthyroidism," diarrhoea,  fatigue,  excessive hunger,  sweating"
Hyperthyroidism," diarrhoea,  fatigue,  excessive hunger,  sweating"
Hyperthyroidism," muscle weakness,  diarrhoea,  fast heart rate,  irritability"
Hyperthyroidism," muscle weakness,  diarrhoea,  fast heart rate,  irritability"
Hyperthyroidism," muscle weakness,  diarrhoea,  fast heart rate,  irritability"
Hyperthyroidism," muscle weakness,  diarrhoea,  fast heart rate,  irritability"
Hyperthyroidism," mood swings,  restlessness,  excessive hunger,  abnormal menstruation"
Hyperthyroidism," mood swings,  restlessness,  excessive hunger,  abnormal menstruation"
Hyperthyroidism," mood swings,  restlessness,  excessive hunger,  abnormal menstruation"
Hyperthyroidism," mood swings,  restlessness,  excessive hunger,  abnormal menstruation"
Hyperthyroidism," excessive hunger,  sweating,  irritability,  fatigue,  muscle weakness"
Hyperthyroidism," excessive hunger,  sweating,  irritability,  fatigue,  muscle weakness"
Hyperthyroidism," excessive hunger,  sweating,  irritability,  fatigue,  muscle weakness"
Hyperthyroidism," excessive hunger,  sweating,  irritability,  fatigue,  muscle weakness"
Hyperthyroidism," irritability,  excessive hunger,  abnormal menstruation,  mood swings"
Hyperthyroidism," irritability,  excessive hunger,  abnormal menstruation,  mood swings"
Hyperthyroidism," irritability,  excessive hunger,  abnormal menstruation,  mood swings"
Hyperthyroidism," irritability,  excessive hunger,  abnormal menstruation,  mood swings"
Hyperthyroidism," sweating,  diarrhoea,  mood swings,  weight loss"
Hyperthyroidism," sweating,  diarrhoea,  mood swings,  weight loss"
Hyperthyroidism," sweating,  diarrhoea,  mood swings,  weight loss"
Hyperthyroidism," sweating,  diarrhoea,  mood swings,  weight loss"
Hypoglycemia," vomiting,  headache,  excessive hunger,  palpitations,  sweating,  irritability,  fatigue"
Hypoglycemia," vomiting,  headache,  excessive hunger,  palpitations,  sweating,  irritability,  fatigue"
Hypoglycemia," vomiting,  headache,  excessive hunger,  palpitations,  sweating,  irritability,  fatigue"
Hypoglycemia," vomiting,  headache,  excessive hunger,  palpitations,  sweating,  irritability,  fatigue"
Hypoglycemia," slurred speech,  drying and tingling lips,  sweating,  anxiety,  vomiting"
Hypoglycemia," slurred speech,  drying and tingling lips,  sweating,  anxiety,  vomiting"
Hypoglycemia," slurred speech,  drying and tingling lips,  sweating,  anxiety,  vomiting"
Hypoglycemia," slurred speech,  drying and tingling lips,  sweating,  anxiety,  vomiting"
Hypoglycemia," slurred speech,  sweating,  fatigue,  nausea,  excessive hunger,  blurred and distorted vision"
Hypoglycemia," slurred speech,  sweating,  fatigue,  nausea,  excessive hunger,  blurred and distorted vision"
Hypoglycemia," slurred speech,  sweating,  fatigue,  nausea,  excessive hunger,  blurred and distorted vision"
Hypoglycemia," slurred speech,  sweating,  fatigue,  nausea,  excessive hunger,  blurred and distorted vision"
Hypoglycemia," slurred speech,  drying and tingling lips,  irritability,  blurred and distorted vision,  anxiety,  sweating"
Hypoglycemia," slurred speech,  drying and tingling lips,  irritability,  blurred and distorted vision,  anxiety,  sweating"
Hypoglycemia," slurred speech,  drying and tingling lips,  irritability,  blurred and distorted vision,  anxiety,  sweating"
Hypoglycemia," slurred speech,  drying and tingling lips,  irritability,  blurred and distorted vision,  anxiety,  sweating"
Hypoglycemia," vomiting,  nausea,  sweating,  headache"
Hypoglycemia," vomiting,  nausea,  sweating,  headache"
Hypoglycemia," vomiting,  nausea,  sweating,  headache"
Hypoglycemia," vomiting,  nausea,  sweating,  headache"
Hypoglycemia," fatigue,  palpitations,  nausea,  headache,  excessive hunger"
Hypoglycemia," fatigue,  palpitations,  nausea,  headache,  excessive hunger"
Hypoglycemia," fatigue,  palpitations,  nausea,  headache,  excessive hunger"
Hypoglycemia," fatigue,  palpitations,  nausea,  headache,  excessive hunger"
Hypoglycemia," vomiting,  blurred and distorted vision,  fatigue,  excessive hunger"
Hypoglycemia," vomiting,  blurred and distorted vision,  fatigue,  excessive hunger"
Hypoglycemia," vomiting,  blurred and distorted vision,  fatigue,  excessive hunger"
Hypoglycemia," vomiting,  blurred and distorted vision,  fatigue,  excessive hunger"
Hypoglycemia," slurred speech,  irritability,  vomiting,  anxiety"
Hypoglycemia," slurred speech,  irritability,  vomiting,  anxiety"
Hypoglycemia," slurred speech,  irritability,  vomiting,  anxiety"
Hypoglycemia," slurred speech,  irritability,  vomiting,  anxiety"
Hypoglycemia," sweating,  excessive hunger,  slurred speech,  drying and tingling lips,  anxiety"
Hypoglycemia," sweating,  excessive hunger,  slurred speech,  drying and tingling lips,  anxiety"
Hypoglycemia," sweating,  excessive hunger,  slurred speech,  drying and tingling lips,  anxiety"
Hypoglycemia," sweating,  excessive hunger,  slurred speech,  drying and tingling lips,  anxiety"
Hypoglycemia," anxiety,  slurred speech,  excessive hunger,  fatigue,  sweating,  drying and tingling lips"
Hypoglycemia," anxiety,  slurred speech,  excessive hunger,  fatigue,  sweating,  drying and tingling lips"
Hypoglycemia," anxiety,  slurred speech,  excessive hunger,  fatigue,  sweating,  drying and tingling lips"
Hypoglycemia," anxiety,  slurred speech,  excessive hunger,  fatigue,  sweating,  drying and tingling lips"
Osteoarthristis," joint pain,  knee pain,  neck pain,  painful walking,  swelling joints,  hip joint pain"
Osteoarthristis," joint pain,  knee pain,  neck pain,  painful walking,  swelling joints,  hip joint pain"
Osteoarthristis," hip joint pain,  swelling joints,  painful walking,  knee pain,  neck pain"
Osteoarthristis," hip joint pain,  swelling joints,  painful walking,  knee pain,  neck pain"
Osteoarthristis," painful walking,  hip joint pain,  swelling joints,  knee pain,  neck pain"
Osteoarthristis," painful walking,  hip joint pain,  swelling joints,  knee pain,  neck pain"
Osteoarthristis," knee pain,  swelling joints,  hip joint pain,  joint pain,  painful walking"
Osteoarthristis," knee pain,  swelling joints,  hip joint pain,  joint pain,  painful walking"
Osteoarthristis," hip joint pain,  painful walking,  swelling joints,  neck pain"
Osteoarthristis," hip joint pain,  painful walking,  swelling joints,  neck pain"
Osteoarthristis," joint pain,  painful walking,  knee pain,  neck pain"
Osteoarthristis," joint pain,  painful walking,  knee pain,  neck pain"
Osteoarthristis," painful walking,  hip joint pain,  joint pain,  neck pain,  knee pain"
Osteoarthristis," painful walking,  hip joint pain,  joint pain,  neck pain,  knee pain"
Osteoarthristis," hip joint pain,  joint pain,  neck pain,  knee pain"
Osteoarthristis," hip joint pain,  joint pain,  neck pain,  knee pain"
Osteoarthristis," painful walking,  knee pain,  swelling joints,  hip joint pain"
Osteoarthristis," painful walking,  knee pain,  swelling joints,  hip joint pain"
Osteoarthristis," knee pain,  neck pain,  swelling joints,  joint pain"
Osteoarthristis," knee pain,  neck pain,  swelling joints,  joint pain"
Arthritis," stiff neck,  movement stiffness,  painful walking,  muscle weakness,  swelling joints"
Arthritis," stiff neck,  movement stiffness,  painful walking,  muscle weakness,  swelling joints"
Arthritis," painful walking,  muscle weakness,  movement stiffness,  stiff neck"
Arthritis," painful walking,  muscle weakness,  movement stiffness,  stiff neck"
Arthritis," painful walking,  swelling joints,  movement stiffness,  stiff neck"
Arthritis," swelling joints,  muscle weakness,  movement stiffness,  painful walking"
Arthritis," painful walking,  stiff neck,  movement stiffness,  muscle weakness"
Arthritis," painful walking,  stiff neck,  swelling joints,  muscle weakness"
Arthritis," swelling joints,  movement stiffness,  muscle weakness,  painful walking"
Arthritis," swelling joints,  movement stiffness,  muscle weakness,  painful walking"
Arthritis," swelling joints,  muscle weakness,  movement stiffness,  stiff neck"
Arthritis," movement stiffness,  stiff neck,  muscle weakness,  swelling joints,  painful walking"
Arthritis," movement stiffness,  stiff neck,  muscle weakness,  swelling joints,  painful walking"
Arthritis," muscle weakness,  movement stiffness,  swelling joints,  stiff neck,  painful walking"
